"Listado de Existencias		",,,,
"Reportes de inventario Fecha: 23/07/2025		",,,,
,,,,
"Codigo			","Nombre			",Modelo,Marca,
"028801044           		","PERIO KIN HYALURONICO 1% X 30 ML                                                          		",CLORHEXIDINA DG 0.20%/ACIDO HYALURONICO 1%                                                ,KIN                                                                                       ,
"028801045           		","KIN GINGIVAL COMPLEX ENJUAGUE BUCAL X 500 ML                                              		",CLORHEXIDINA 0.12%                                                                        ,KIN                                                                                       ,
"028801046           		","FLUOR KIN CALCIUM PASTA DENTAL SABOR FRESA X 75 ML                                        		",FLUOR                                                                                     ,KIN                                                                                       ,
"028801047           		","ODDENT BABY GEL ACIDO HIALURONICO X 20 ML                                                 		",ACIDO HIALURONICO                                                                         ,MENARINI                                                                                  ,
"028801048           		","ODDENT FORTE GEL ACIDO HIALURONICO X 8 ML                                                 		",ACIDO HIALURONICO                                                                         ,MENARINI                                                                                  ,
"028801049           		","FLUOR KIN ENJUAGUE BUCAL MENTA ANTICARIES X 500 ML                                        		",                                                                                          ,KIN                                                                                       ,
"028801050           		","BUCLORHEX SABOR MENTA PASTA DENTAL X 60 GRAMOS                                            		",PASTA DENTAL                                                                              ,ROWALT                                                                                    ,
"028801051           		","ODDENT GINGIVAL SPRAY SOLUCION X 50ML                                                     		",CHLOREXIDINA DIGLUCONATE                                                                  ,MENARINI                                                                                  ,
"028801052           		","ODDENT ORTHO COLUTORIO X 500 ML                                                           		",                                                                                          ,MENARINI                                                                                  ,
"028801053           		","GUM KIT PORTATIL BOB ESPONJA                                                              		",ACCESORIOS ODONTOLOGICOS                                                                  ,GUM                                                                                       ,
"028801054           		","SENSI KIN ENJUAGUE BUCAL X 500 ML                                                         		",FLUORURO SODICO                                                                           ,KIN                                                                                       ,
,,,,
"028901               MEDICAMENTOS/TRATAMIENTOS PARA CABELLO/CUIDADO DEL CABELLO                      		",,,,
"028901001           		","KETODERM SHAMPOO X 100 ML                                                                 		","KETOCONAZOL, PANTENOL                                                                     ",HESSEL                                                                                    ,
"028901002           		","PIRIMED CHAMPU LOCION X 120 ML                                                            		",PIRITIONATO DE ZINC                                                                       ,ROEMMERS                                                                                  ,
"028901003           		","MEDICASP SHAMPOO X 130 ML                                                                 		",KETOCONAZOL 1%                                                                            ,GENOMMALAB                                                                                ,
"028901004           		","TIO NACHO SHAMPOO HERBOLARIA MEXICANA X 415 ML                                            		",SABILA                                                                                    ,GENOMMALAB                                                                                ,
"028901005           		","BLUE CAP CHAMPU X 150 ML                                                                  		",MENTOL                                                                                    ,CATALYSIS                                                                                 ,
"028901006           		","MEDICASP SHAMPOO X 400 ML                                                                 		",KETOCONAZOL 1 %                                                                           ,GENOMMALAB                                                                                ,
"028901007           		","BETAPIROX CHAMPU X 120 ML                                                                 		",                                                                                          ,ROEMMERS                                                                                  ,
,,,,
"029001               MEDICAMENTOS/TRATAMIENTOS VAGINALES/AFECCIONES VAGINALES                        		",,,,
"029001001           		","ZALAIN X 1 OVULO                                                                          		",SERTACONAZOL NITRATO                                                                      ,FERRER                                                                                    ,
"029001002           		","CANESTEN V 200 MG X 3 OVULOS                                                              		",CLOTRIMAZOL                                                                               ,BAYER                                                                                     ,
"029001003           		","VAGIL X 6 OVULOS                                                                          		",SULFISIXASOLE CLOTRIMAZOL ALANTOINA                                                       ,ROWE                                                                                      ,
"029001004           		","VAGIL CREMA VAGINAL X 50 GRAMOS                                                           		",SULFISOXAZOLE ALANTOINA CLOTRIMAZOL                                                       ,ROWE                                                                                      ,
"029001005           		","CANESTEN VAGINAL CREMA 1% X 6 DOSIS                                                       		",CLOTRIMAZOL                                                                               ,BAYER                                                                                     ,
"029001006           		","GYNOX S CREMA VAGINAL X 50 GRAMOS                                                         		","CLOTRIMAZOL, SULFISOXAZOL, ALANTOINA                                                      ",RODIM                                                                                     ,
"029001007           		","GYNOX S CREMA INFANTIL X 20 GRAMOS                                                        		","CLOTRIMAZOL, SULFISOXAZOL, ALANTOINA                                                      ",RODIM                                                                                     ,
"029001008           		","VAGISTEN S CREMA VAGINAL X 70 GRAMOS                                                      		","SULFANILAMIDA, SULFACETAMIDA, SULFADIAZINA                                                ",MEDITECH                                                                                  ,
"029001009           		","VAGISTEN CREMA VAGINAL X 60 GRAMOS                                                        		","CLOTRIMAZOL,SULFANILAMIDA,SULFACETAMIDA,SULFADIAZINA                                      ",MEDITECH                                                                                  ,
"029001010           		","VAGISTEN PEDIATRICO CREMA X 20 GRAMOS                                                     		","CLOTRIMAZOL, SULFANILAMIDA, SULFACETAMIDA,SULFADIAZINA                                    ",MEDITECH                                                                                  ,
"029001011           		","COLPOSAN CREMA VAGINAL X 50 GRAMOS                                                        		","TIOCONAZOL 100 MG, TINIDAZOL 150 MG                                                       ",PANALAB                                                                                   ,
"029001012           		","CLOMAZOL V 1% CREMA VAGINAL X 35 GRAMOS                                                   		",CLOTRIMAZOL 1 %                                                                           ,GAMMA                                                                                     ,
"029001013           		","MEDISTEN CREMA VAGINAL X 45 GRAMOS                                                        		",CLOTRIMAZOL 1 %                                                                           ,MEDITECH                                                                                  ,
"029001014           		","ANUAR T 150 MG X 1 CAPSULA                                                                		",FLUCONAZOL TINIDAZOL                                                                      ,PANALAB                                                                                   ,
"029001015           		","SUFREXAL GEL X 78 GRAMOS                                                                  		",KETANSERINA                                                                               ,JANSSEN                                                                                   ,
"029001016           		","AFUMIX X 4 TABLETAS                                                                       		",FLUCONAZOL TINIDAZOL                                                                      ,SENOSIAN                                                                                  ,
"029001017           		","TRICAM V CREMA VAGINAL X 50 GRAMOS                                                        		",METRONIDAZOL NISTATINA                                                                    ,FERSON                                                                                    ,
"029001018           		","ESTERMAX CREMA VAGINAL X 40 GRAMOS                                                        		",ESTROGENOS CONJUGADOS SINTETICOS 0.625                                                    ,CHALVER                                                                                   ,
"029001019           		","ESTROGEN DB CREMA VAGINAL X 60 GRAMOS                                                     		",ESTRADIOL 0.01%                                                                           ,DB                                                                                        ,
"029001020           		","GINELCID DB CREMA VAGINAL X 60 GRAMOS                                                     		","TINIDAZOL, CLOTRIMAZOL                                                                    ",DB                                                                                        ,
"029001021           		","CANESTEN V 100 MG X 18 OVULOS                                                             		",CLOTRIMAZOL 100 MG                                                                        ,BAYER                                                                                     ,
"029001022           		","ILANA X 1 OVULO                                                                           		",ISOCONAZOL 600 MG                                                                         ,PROCAPS                                                                                   ,
"029001023           		","GYNEDUO CREMA VAGINAL X 35 GRAMOS                                                         		",CLOTRIMAZOL 2.0%/METRONIDAZOL 0.75%                                                       ,SOLARIS                                                                                   ,
"029001024           		","SECNITRAL X 12 TABLETAS                                                                   		","ITRACONAZOL 33.33 MG, SECNIDAZOL 166.66 MG                                                ",FARDEL                                                                                    ,
"029001025           		","ESTROGENOS CONJUGADOS DB CREMA VAGINAL X 42.5 GRAMOS                                      		",ESTROGENOS CONJUGADOS 0.625 MG/G                                                          ,DB                                                                                        ,
"029001026           		","HIDRIVAG GEL VAGINAL X 60 GRAMOS                                                          		","ISOFLAVONAS DE SOYA, ACIDO HIALURONICO, ACIDO LACTICO                                     ",ROWE                                                                                      ,
"029001027           		","ANDI VAGIL 3 D X CREMA X 30 GRAMOS                                                        		",CLINDAMICINA 2%/CLOTRIMAZOL 2%                                                            ,ANDIFAR                                                                                   ,
"029001028           		","KERAFILM  CREMA VAGINAL X 78 GRAMOS                                                       		",KETANSERINA 2%                                                                            ,MED PHARMA                                                                                ,
"029001029           		","CANESTEN VAGINAL CREMA 2% X 3 DOSIS                                                       		",CLOTRIMAZOL 2%                                                                            ,BAYER                                                                                     ,
"029001030           		","GITRASEK X 12 CAPSULAS                                                                    		","ITRACONAZOL 33.3 MG, SECNIDAZOL 166.6 MG                                                  ",CHINOIN                                                                                   ,
"029001031           		","CLOTRIMAZOL SAIMED CREMA VAGINAL 2% X 30 GR                                               		",CLOTRIMAZOL 2%                                                                            ,SAIMED                                                                                    ,
"029001032           		","GINNA 0.02 G CREMA VAGINAL X 40 GRAMOS                                                    		",NITRATO DE FENTICONAZOL                                                                   ,EUROFARMA                                                                                 ,
"029001033           		","ALBISEC ONE X 6 TABLETAS RECUBIERTAS                                                      		",ITRACONAZOL 133.33 MG/666.667 MG                                                          ,PROCAPS                                                                                   ,
"029001034           		","LOMECAN 2% CREMA VAGINAL X 20 GRAMOS                                                      		",CLOTRIMAZOL 2%                                                                            ,GENOMMALAB                                                                                ,
"029001035           		","CANESTEN OVULO X 1 DOSIS                                                                  		",CLOTRIMAZOL 500 MG                                                                        ,BAYER                                                                                     ,
"029001036           		","ANUAR T 150 MG 1+1                                                                        		",FLUCONAZOL 150 MG/TINIDAZOL 1 G                                                           ,PANALAB                                                                                   ,
"029001037           		","ANTROFI CREMA VAGINAL X 30 GRAMOS CON 20 APLICADORES                                      		",PROMESTRIENO                                                                              ,EUROFARMA                                                                                 ,
"029001038           		","ANDI VAGIL C X 6 OVULOS                                                                   		",CLOTRIMAZOL 100 MG                                                                        ,ANDIFAR                                                                                   ,
"029001039           		","LOMECAN DOSIS UNICA X 1 OVULO                                                             		",CLOTRIMAZOL                                                                               ,GENOMMALAB                                                                                ,
"029001040           		","CERVIXEPT CREMA VAGINAL X 50 GRAMOS                                                       		",POLICRESULENO                                                                             ,ROWE                                                                                      ,
"029001041           		","ANDIZOL COMBI X 10 OVULOS VAGINALES                                                       		",OVULOS                                                                                    ,ANDIFAR                                                                                   ,
"029001042           		","MUVAGYN X 3 OVULOS VAGINALES                                                              		",OVULOS                                                                                    ,ALTIAN PHARMA                                                                             ,
"029001043           		","TRICOZOL DUO CREMA VAGINAL X 50 GRAMOS                                                    		","TIOCONAZOL, TINIDAZOL                                                                     ",GAMMA                                                                                     ,
"029001044           		","VAGISENSE GEL X 6 APLICADORES DESECHABLES                                                 		",ACIDO LACTICO ACIDO HIALURONICO ALOE VERA                                                 ,WINDSOR                                                                                   ,
"029001045           		","LANTRIX CREMA VAGINAL X 50 GRAMOS                                                         		",SULFISOXAZOL ALANTOINA CLOTRIMAZOL                                                        ,GAMMA                                                                                     ,
"029001046           		","VAGISENSE BAC X 10 OVULOS                                                                 		",ACIDO LACTICO/POLICARBOFILO/A.HIALURON                                                    ,WINDSOR                                                                                   ,
"029001047           		","CERVIXEPT X 6 OVULOS                                                                      		",POLICRESULENO 90 MG                                                                       ,ROWE                                                                                      ,
"029001048           		","ADVANCIS CANDICAPS X 20 DOSIS                                                             		",EXTRACTO SECO CONCENTRADO/ACEITE ANIS                                                     ,FARDEL                                                                                    ,
"029001049           		","SPORA DROGUEMED X 12 COMPRIMIDOS                                                          		","ITRACONAZOL 33.33 MG, SECNIDAZOL 166.66 MG                                                ",DROGUEMED                                                                                 ,
,,,,
"029101               MEDICAMENTOS/VARICES/HEMORROIDES Y VARICES                                      		",,,,
"029101001           		","HIRUDOID FORTE GEL X 40 GRAMOS                                                            		",POLIESTER MUCOPISACARIDO DEL ACIDO SULFURICO 0.445%                                       ,LUITPOLD SANKYO                                                                           ,
"029101002           		","HIRUDOID FORTE GEL X 14 GRAMOS                                                            		",                                                                                          ,LUITPOLD SANKYO                                                                           ,
"029101003           		","DOXIUM 500 MG X 100 CAPSULAS                                                              		",DOBESILATO DE CALCIO 500 MG                                                               ,OM                                                                                        ,
"029101004           		","THROMBOCID FORTE POMADA X 60 GRAMOS                                                       		",PENTOSANO POLISULFATO                                                                     ,LACER                                                                                     ,
"029101005           		","THROMBOCID POMADA X 30 GRAMOS                                                             		",                                                                                          ,LACER                                                                                     ,
"029101006           		","DOBECAL 500 MG X 20 TABLETAS                                                              		",DOBESILATO DE CALCIO 500 MG                                                               ,LOPEZ                                                                                     ,
"029101007           		","LIOTON 1000 GEL X 30 GR                                                                   		",HEPARINA 1000                                                                             ,MENARINI                                                                                  ,
"029101008           		","HIRUDOID POMADA X 40 GRAMOS                                                               		",POLIESTER MUCOPOLISACARIDO  DEL ACIDO SULFURICO 0.300%                                    ,LUITPOLD SANKYO                                                                           ,
"029101009           		","MENAVEN GEL X 30 GR                                                                       		",HEPARINA SODICA                                                                           ,MENARINI                                                                                  ,
"029101010           		","VENOSMIL 200 MG X 20 CAPSULAS                                                             		",HIDROSMINA 200 MG                                                                         ,FAES                                                                                      ,
"029101011           		","VENOSMIL GEL X 60 GRAMOS                                                                  		",HIDROSMINA 2 %                                                                            ,FAES                                                                                      ,
"029101012           		","THROMBOCID  POMADA X 60 GRAMOS                                                            		",                                                                                          ,LACER                                                                                     ,
"029101013           		","PHLEBODIA 600 MG X 30 TABLETAS                                                            		",DIOSMINA 600 MG                                                                           ,INNOTECH                                                                                  ,
"029101014           		","ANDOVICAL 500 MG X 60 CAPSULAS                                                            		",DOBESILATO DE CALCIO 500 MG                                                               ,ANDIFAR                                                                                   ,
"029101015           		","DIATONB 500 MG X 30 COMPRIMIDOS                                                           		",DIOSMINA 450 MG/HESPERIDINA 50 MG                                                         ,ALTIAN PHARMA                                                                             ,
"029101016           		","CIRCUVID X 30 CAPSULAS                                                                    		",                                                                                          ,PRONAVID                                                                                  ,
"029101017           		","VEDIPAL 500 MG X 30 TABLETAS                                                              		",DISOMINA 450 MG/HESPERIDINA 50 MG                                                         ,ASOFARMA                                                                                  ,
"029101018           		","BRESIS 500 MG X 30 TABLETAS                                                               		",DIOSMINA 450 MG/HESPERIDINA 50 MG                                                         ,PANALAB                                                                                   ,
"029101019           		","VENOTONICO WEGERICH X 30 CAPSULAS                                                         		",                                                                                          ,WEGERICH                                                                                  ,
"029101020           		","FLOXANOVA 500 MG X 30 TABLETAS                                                            		",FRACCION FLAVONOICA PRUFICADA Y MICRONIZADA 500 MG                                        ,UNIPHARM PHARMANOVA                                                                       ,
"029101021           		","DAFLON 1000 MG X 30 TABLETAS                                                              		","DIOSMINA 90 %, FLAVONOIDES 10 %                                                           ",SERVIER                                                                                   ,
"029101022           		","DIOSMIL 500 MG X 30 TABLETAS RECUBIERTAS                                                  		",DIOSMINA MICRONIZADA 500 MG/ ESPERIDINA 50 MG                                             ,GLOBAL PHARMA                                                                             ,
"029101023           		","VEDIPAL 1000 MG X 30 COMPRIMIDOS                                                          		",DIOSMINA 900 MG/HESPERIDINA 100 MG                                                        ,ASOFARMA                                                                                  ,
"029101024           		","VENOSMIL 200 MG X 60 CAPSULAS                                                             		",HIDROSMINA 200 MG                                                                         ,FAES                                                                                      ,
"029101025           		","VEDINOR 600 MG X 30 COMPRIMIDOS                                                           		",DIOSMINA 600MG                                                                            ,ARSAL                                                                                     ,
"029101026           		","DAFLON 500 MG X 60 COMPRIMIDOS                                                            		","DIOSMINA 90 %, FLAVONOIDES 10 %                                                           ",SERVIER                                                                                   ,
"029101027           		","PERIVASC 1000 X 30 COMPRIMIDOS                                                            		",DIOSMINA 900 MG HESPERIDINA 100 MG                                                        ,EUROFARMA                                                                                 ,
"029101028           		","VENAMEN 500 MG X 30 COMPRIMIDOS                                                           		",DIOSMINA 450MG/ HESPERIDINA 50MG                                                          ,MENARINI                                                                                  ,
"029101029           		","***SPAR DOBIL 500 MG X 100 CAPSULAS                                                       		",DOBESILATO DE CALCIO 500MG                                                                ,MORAZAN                                                                                   ,
"029101030           		","RIBEX 20MG X 30 COMPRIMIDOS                                                               		",RIVAROXABAN                                                                               ,EUROFARMA                                                                                 ,
"029101031           		","RIBEX 20MG X 15 COMPRIMIDOS                                                               		",RIVAROXABAN                                                                               ,EUROFARMA                                                                                 ,
"029101032           		","RIBEX 15MG X 30 COMPRIMIDOS                                                               		",RIVAROXABAN                                                                               ,EUROFARMA                                                                                 ,
"029101033           		","RIBEX 15MG X 15 COMPRIMIDOS                                                               		",RIVAROXABAN                                                                               ,EUROFARMA                                                                                 ,
"029101034           		","PERIVASC 450MG/50MG X 30 COMPRIMIDOS                                                      		",DIOSMINA /HESPERIDINA                                                                     ,EUROFARMA                                                                                 ,
"029101035           		","VENOTONICO 250MG/30MG                                                                     		",CASTANO DE INDIAS                                                                         ,MEDIKEM                                                                                   ,
"029101036           		","DISGREN 300 MG X 20 CAPSULAS                                                              		",TRIFLUSAL 300 MG                                                                          ,MENARINI                                                                                  ,
,,,,
"029201               MEDICAMENTOS/VITAMINAS CEREBRALES/VITAMINAS, MINERALES Y SISTEMA INMUNOLOG      		",,,,
"029201001           		","GAMALATE B6 SOLUCION X 80 ML                                                              		",                                                                                          ,FERRER                                                                                    ,
"029201002           		","MEGAGLUTAN X 30 TABLETAS                                                                  		","ACIDO GLUTAMICO, ASPARAGINA MONOHIDRATO, DL-FOSFORILSERINA, ADENOSIN,                     ",COFASA                                                                                    ,
"029201003           		","SURMENALIT 200 MG X 30 GRAGEAS                                                            		",SULBUTIAMINA 200 MG                                                                       ,FAES                                                                                      ,
"029201004           		","NEUROGLUTAN X 36 TABLETAS                                                                 		",                                                                                          ,SUIZOS                                                                                    ,
"029201005           		","FOSVIGOR X 10 AMPOLLAS BEBIBLES                                                           		","VITAMINA B1, B6, B12, ACIDO GLUTAMICO, GLICEROFOSFATO DE CALCIO                           ",FARDEL                                                                                    ,
"029201006           		","NEUROFOSFATON X 50 CAPSULAS                                                               		","ACIDO GLUTAMICO, GLICEROFOSFATO DE CALCIO, VITAMINA B1, B6, B6, B12                       ",COMBISA                                                                                   ,
"029201007           		","***IPLEN DB 200 MG X 20 TABLETAS                                                          		",SULBUTIAMINA 200 MG                                                                       ,DB                                                                                        ,
"029201008           		","NEUROGLUTAN  X 15 SOBRES BEBIBLES                                                         		",                                                                                          ,SUIZOS                                                                                    ,
"029201009           		","FOSFO NEUROMAX X 15 AMPOLLAS BEBIBLES                                                     		",                                                                                          ,PAILL                                                                                     ,
"029201010           		","FOSVIGOR X 30 TABLETAS                                                                    		","VITAMINA B1, B6, B12, ACIDO GLUTAMICO, GLICEROFOSFATO DE CALCIO                           ",FARDEL                                                                                    ,
"029201011           		","VITASYM MENTAL X 15 VIALES BEBIBLES                                                       		","VITAMINA B1, B2, B3, B6, B12, ACIDO GLUTAMICO                                             ",S&M                                                                                       ,
"029201012           		","GLUTA VIT RAZEL X 15 AMPOLLAS BEBIBLES                                                    		",                                                                                          ,RAZEL                                                                                     ,
"029201013           		","VITASYM ADULTO X 15 VIALES BEBIBLES                                                       		","VITAMINA C, VITAMINA B1, B6, B12, GLICEROFOSFATO DE CALCIO, ACIDO GLUTAMICO               ",S&M                                                                                       ,
"029201014           		","VITASYM ADULTO JARABE X 240 ML                                                            		",                                                                                          ,S&M                                                                                       ,
"029201015           		","VITANERAL X 10 AMPOLLAS BEBIBLES                                                          		",                                                                                          ,TECNOFARMA                                                                                ,
"029201016           		","ARCALION 200 MG X 20 COMPRIMIDOS                                                          		",SULBUTIAMINA 200 MG                                                                       ,SERVIER                                                                                   ,
"029201017           		","BIO NEURON DUO X 12 AMPOLLAS BEBIBLES                                                     		",                                                                                          ,RAZEL                                                                                     ,
"029201018           		","GLUTA VIT GIN GIN X 15 AMPOLLAS BEBIBLES                                                  		",                                                                                          ,RAZEL                                                                                     ,
"029201019           		","NEUROFOSFATON JARABE X 120 ML                                                             		",ACIDO GLUTAMICO 14 MG/GLICEROFOSFATO DE CALCIO 5 MG/COMPLEJO B                            ,COMBISA                                                                                   ,
"029201020           		","MEGAGLUTAN FORTE X 30 CAPSULAS                                                            		","ACIDO GLUTAMICO, B1, TRIFOSFATO DE ADENOSIDINA, FOSFATO TRICALCICO,                       ",COFASA                                                                                    ,
"029201021           		","ELETIN 200 MG X 60 CAPSULAS                                                               		",L TEANINA                                                                                 ,GAMMA                                                                                     ,
"029201022           		","GLUTAPLEX CEREBRAL ANTI ESTRES X 15 AMPOLLAS BEBIB                                        		",                                                                                          ,RAZEL                                                                                     ,
"029201023           		","GAMALATE B6 X 20 GRAGEAS                                                                  		",                                                                                          ,FERRER                                                                                    ,
"029201024           		","NEUROTROPAS DB PLUS X 10 VIALES BEBIBLES                                                  		",MULTIVITAMINICO                                                                           ,DB                                                                                        ,
,,,,
"029202               MEDICAMENTOS/VITAMINAS CEREBRALES/VITAMINAS,MINERALES Y SIST. INMUNOLOGICO      		",,,,
"029202001           		","MENALGIL 10000 X 1 AMP IM                                                                 		",VITAMINAS NEUROTROPAS                                                                     ,MENARINI                                                                                  ,
"029202002           		","GLUTAPLEX CEREBRAL ANTI ESTRES                                                            		",VITAMINAS                                                                                 ,RAZEL                                                                                     ,
"029202003           		","DAURADIL 500 MG X 30 COMPRIMIDOS                                                          		",MECOBALAMINA 500 MG                                                                       ,VIZCAINO                                                                                  ,
"029202004           		","DAURADIL 500 MG X 5 AMPOLLAS I.M./I.V.                                                    		",MECOBALAMINA                                                                              ,VIZCAINO                                                                                  ,
,,,,
"029301               MEDICAMENTOS/VITAMINAS INFANTILES/VITAMINAS, MINERALES Y SISTEMA INMUNOLOG      		",,,,
"029301001           		","BACAOLINITA JARABE X 240 ML                                                               		","VITAMINA A, D3, B1, B12, NICOTINAMIDA                                                     ",LAINEZ                                                                                    ,
"029301002           		","NUTRIFER VITAMINADO JARABE X 240 ML                                                       		","CIPROHEPTADINA, B1, B2, B6, B12, VITAMINA C, D3,NICOTINAMIDA, PANTENOL                    ",FERSON                                                                                    ,
"029301003           		","BABY FLUOR NF SOLUCION ORAL X 30 ML                                                       		","VITAMINA A, D3, C, FLUORURO DE SODIO 0.25 MG                                              ",ARSAL                                                                                     ,
"029301004           		","DAYAMINERAL JARABE X 240 ML                                                               		",MULTIVITAMINAS                                                                            ,ABBOTT                                                                                    ,
"029301005           		","FERRUM 16 JARABE X 120 ML                                                                 		","CITRATO DE HIERRO AMONIACAL 80MG, VITAMINA B1, B2, B6, B12                                ",HESSEL                                                                                    ,
"029301006           		","FERRUM 16 JARABE X 240 ML                                                                 		","CITRATO DE HIERRO AMONIACAL 80MG, VITAMINA B1, B2, B6, B12                                ",HESSEL                                                                                    ,
"029301007           		","FERRIDOCE ZINC JARABE X 220 ML                                                            		",MULTIVITAMINAS                                                                            ,VIJOSA                                                                                    ,
"029301008           		","NUTRIFER L JARABE X 240 ML                                                                		","LISINA, B1, B2, B6, B12, VITAMINA C, D3, NICOTINAMIDA, PANTENOL                           ",FERSON                                                                                    ,
"029301009           		","FERRUM HAUSMANN GOTAS X 30 ML                                                             		",                                                                                          ,HAUSSMAN                                                                                  ,
"029301010           		","BACAOLINA JARABE X 480 ML                                                                 		","VITAMINA A, D3, PANTOTENATO DE CALCIO, GLICEROFOSFATO DE SODIO                            ",LAINEZ                                                                                    ,
"029301011           		","BACAOLINITA JARABE X 115 ML                                                               		","VITAMINA A, D3, B1, B12, NICOTINAMIDA                                                     ",LAINEZ                                                                                    ,
"029301012           		","CALCIVIT D SUSPENSION X 200 ML                                                            		","FOSFATO TRICACIO, VITAMINA D2                                                             ",REAL                                                                                      ,
"029301013           		","GAMMAMINERAL JARABE X 120 ML                                                              		",SUPLEMENTO DIETETICO                                                                      ,GAMMA                                                                                     ,
"029301014           		","KID CAL SUSPENSION FRESA X 180 ML                                                         		","CALCIO, VITAMINA D3, OXIDO DE ZINC                                                        ",FARMA                                                                                     ,
"029301015           		","MEDIPLEX FORTE JARABE X 240 ML                                                            		",MULTIVITAMINAS                                                                            ,MEDITECH                                                                                  ,
"029301016           		","OSTEOCARE SUSPENSION X 200 ML                                                             		",CALCIO                                                                                    ,VITABIOTICS                                                                               ,
